timestamp,KRW-BTC,KRW-ETH,KRW-SOL
2026-05-05T22:53:10,120629000.0,,
2026-05-05T22:53:11,,3541000.0,
2026-05-05T22:53:13,,,
2026-05-05T22:55:12,,3532000.0,
2026-05-05T22:55:13,,,
2026-05-05T23:13:02,120320000.0,3533000.0,
2026-05-05T23:13:14,,,
2026-05-05T23:14:04,120160000.0,3528000.0,
2026-05-05T23:14:08,,,
2026-05-05T23:14:10,,,
2026-05-05T23:15:01,120026000.0,,
2026-05-05T23:15:02,,3524000.0,
2026-05-05T23:15:03,,,
